wconfid,pctid,y,z,time
1,85,-2.219,-0.859,0 days 11:33:11
1,85,0.43,-1.789,0 days 11:33:12
1,85,0.375,-1.586,0 days 11:33:13
1,85,0.012,1.336,0 days 11:33:14
1,85,-1.18,0.547,0 days 11:33:15
1,85,3.32,-1.242,0 days 11:33:16
1,85,-0.242,-0.387,0 days 11:33:17
1,85,1.277,0.844,0 days 11:33:18
1,85,-0.652,-1.422,0 days 11:33:19
1,85,-0.945,-1.187,0 days 11:33:20
1,85,0.082,0.711,0 days 11:33:21
1,85,-0.387,-0.398,0 days 11:33:22
1,85,-1.406,-1.637,0 days 11:33:23
1,85,0.48,-0.574,0 days 11:33:24
1,85,-4.023,-0.977,0 days 11:33:25
1,85,-0.527,1.355,0 days 11:33:26
1,85,3.195,-1.109,0 days 11:33:27
1,85,1.18,-0.32,0 days 11:33:28
1,85,0.625,0.836,0 days 11:33:29
1,85,1.832,-1.57,0 days 11:33:30
1,85,1.645,-1.953,0 days 11:33:31
1,85,2.031,2.859,0 days 11:33:32
1,85,-1.477,-0.059,0 days 11:33:33
1,85,-1.75,1.0,0 days 11:33:34
1,85,-1.812,0.879,0 days 11:33:35
1,85,-2.824,2.426,0 days 11:33:36
1,85,0.984,0.246,0 days 11:33:37
1,85,1.422,0.27,0 days 11:33:38
1,85,-0.699,-0.645,0 days 11:33:39
1,85,-0.051,0.938,0 days 11:33:40
1,85,1.09,0.719,0 days 11:33:41
1,85,0.902,-1.957,0 days 11:33:42
1,85,-0.59,-1.176,0 days 11:33:43
1,85,-0.664,0.227,0 days 11:33:44
1,85,-0.746,-1.195,0 days 11:33:45
1,85,-0.023,-2.492,0 days 11:33:46
1,85,-3.781,-0.594,0 days 11:33:47
1,85,0.887,-0.617,0 days 11:33:48
1,85,0.734,-0.832,0 days 11:33:49
1,85,-0.574,-0.539,0 days 11:33:50
1,85,-0.277,0.785,0 days 11:33:51
1,85,-0.766,-0.535,0 days 11:33:52
1,85,-0.723,-1.414,0 days 11:33:53
1,85,1.371,1.238,0 days 11:33:54
1,85,-0.934,-0.281,0 days 11:33:55
1,85,-3.141,-1.664,0 days 11:33:56
1,85,-0.43,0.703,0 days 11:33:57
1,85,-3.836,-0.488,0 days 11:33:58
1,85,-0.52,1.109,0 days 11:33:59
1,85,-0.617,1.559,0 days 11:34:00
1,85,0.484,0.023,0 days 11:34:01
1,85,0.281,1.25,0 days 11:34:02
1,85,-1.117,-0.465,0 days 11:34:03
1,85,0.172,-1.465,0 days 11:34:04
1,85,1.82,-0.301,0 days 11:34:05
1,85,-0.566,0.609,0 days 11:34:06
1,85,0.063,-1.238,0 days 11:34:07
1,85,5.297,-1.352,0 days 11:34:08
1,85,0.441,0.914,0 days 11:34:09
1,85,-0.668,0.406,0 days 11:34:10
1,85,-3.008,0.879,0 days 11:34:11
1,85,0.297,0.789,0 days 11:34:12
1,85,-2.301,-1.0,0 days 11:34:13
1,85,0.25,-0.469,0 days 11:34:14
1,85,1.426,0.684,0 days 11:34:15
1,85,1.246,0.281,0 days 11:34:16
1,85,-1.965,0.375,0 days 11:34:17
1,85,-1.02,-1.777,0 days 11:34:18
1,85,0.719,-0.438,0 days 11:34:19
1,85,1.395,2.699,0 days 11:34:20
1,85,-1.246,-0.352,0 days 11:34:21
1,85,2.422,-1.383,0 days 11:34:22
1,85,0.938,-1.559,0 days 11:34:23
1,85,-4.016,-1.051,0 days 11:34:24
1,85,-0.219,0.602,0 days 11:34:25
1,85,2.672,-1.02,0 days 11:34:26
1,85,1.031,-1.281,0 days 11:34:27
1,85,-1.488,-0.82,0 days 11:34:28
1,85,0.297,0.969,0 days 11:34:29
1,85,-1.094,-1.324,0 days 11:34:30
1,85,0.988,3.027,0 days 11:34:31
1,85,-1.32,-0.418,0 days 11:34:32
1,85,0.656,-1.586,0 days 11:34:33
1,85,0.68,1.078,0 days 11:34:34
1,85,-1.328,1.266,0 days 11:34:35
1,85,-0.648,0.41,0 days 11:34:36
1,85,1.711,0.172,0 days 11:34:37
1,85,-0.809,-0.688,0 days 11:34:38
1,85,0.422,1.195,0 days 11:34:39
1,85,-0.137,0.426,0 days 11:34:40
1,85,3.332,-0.652,0 days 11:34:41
1,85,0.207,-0.734,0 days 11:34:42
1,85,1.684,1.156,0 days 11:34:43
1,85,0.035,0.043,0 days 11:34:44
1,85,0.137,-1.621,0 days 11:34:45
1,85,-0.953,0.953,0 days 11:34:46
1,85,1.16,0.246,0 days 11:34:47
1,85,-0.16,0.18,0 days 11:34:48
1,85,4.031,-0.375,0 days 11:34:49
1,85,0.586,0.238,0 days 11:34:50
1,85,-0.281,-0.328,0 days 11:34:51
1,85,-1.891,0.156,0 days 11:34:52
1,85,1.75,2.719,0 days 11:34:53
1,85,-4.445,0.379,0 days 11:34:54
1,85,-1.246,-0.414,0 days 11:34:55
1,85,2.867,-0.398,0 days 11:34:56
1,85,-0.598,0.0,0 days 11:34:57
1,85,0.484,-0.086,0 days 11:34:58
1,85,0.457,-1.375,0 days 11:34:59
1,85,2.598,-0.52,0 days 11:35:00
1,85,1.922,0.105,0 days 11:35:01
1,85,-0.629,0.242,0 days 11:35:02
1,85,1.617,-2.355,0 days 11:35:03
1,85,2.004,-0.328,0 days 11:35:04
1,85,1.25,0.43,0 days 11:35:05
1,85,0.551,1.941,0 days 11:35:06
1,85,-0.281,-1.113,0 days 11:35:07
1,85,0.316,0.461,0 days 11:35:08
1,85,-3.164,0.355,0 days 11:35:09
1,85,-0.219,-1.293,0 days 11:35:10
1,85,1.098,-0.227,0 days 11:35:11
1,85,-0.973,0.098,0 days 11:35:12
1,85,-1.602,0.187,0 days 11:35:13
1,85,0.465,-0.016,0 days 11:35:14
1,85,1.527,-1.723,0 days 11:35:15
1,85,2.254,0.137,0 days 11:35:16
1,85,-0.375,-1.285,0 days 11:35:17
1,85,-0.504,-0.121,0 days 11:35:18
1,85,1.355,-0.242,0 days 11:35:19
1,85,-6.922,3.121,0 days 11:35:20
1,85,0.43,-0.434,0 days 11:35:21
1,85,0.137,-0.438,0 days 11:35:22
1,85,0.027,-0.406,0 days 11:35:23
1,85,-2.23,1.266,0 days 11:35:24
1,85,0.746,-0.855,0 days 11:35:25
1,85,0.352,0.023,0 days 11:35:26
1,85,2.664,-0.008,0 days 11:35:27
1,85,1.777,-1.492,0 days 11:35:28
1,85,-0.312,-0.109,0 days 11:35:29
1,85,-1.57,-0.684,0 days 11:35:30
1,85,0.688,1.027,0 days 11:35:31
1,85,-0.719,-0.617,0 days 11:35:32
1,85,0.363,-1.406,0 days 11:35:33
1,85,0.578,-0.238,0 days 11:35:34
1,85,-2.516,0.145,0 days 11:35:35
1,85,-0.516,0.898,0 days 11:35:36
1,85,1.414,0.234,0 days 11:35:37
1,85,2.25,0.754,0 days 11:35:38
1,85,-1.945,1.707,0 days 11:35:39
1,85,0.492,-0.766,0 days 11:35:40
1,85,0.238,-1.316,0 days 11:35:41
1,85,0.867,-0.262,0 days 11:35:42
1,85,0.102,3.293,0 days 11:35:43
1,85,-0.422,-1.066,0 days 11:35:44
1,85,-0.559,0.082,0 days 11:35:45
1,85,-0.656,0.555,0 days 11:35:46
1,85,-0.59,-1.477,0 days 11:35:47
1,85,0.293,-0.398,0 days 11:35:48
1,85,-0.23,-0.074,0 days 11:35:49
1,85,-1.469,0.203,0 days 11:35:50
1,85,0.434,-0.566,0 days 11:35:51
1,85,1.797,-1.152,0 days 11:35:52
1,85,-0.254,0.887,0 days 11:35:53
1,85,-0.742,0.355,0 days 11:35:54
1,85,-0.309,-1.027,0 days 11:35:55
1,85,-0.316,-1.215,0 days 11:35:56
1,85,-1.391,3.23,0 days 11:35:57
1,85,0.684,-1.227,0 days 11:35:58
1,85,0.133,-0.273,0 days 11:35:59
1,85,1.559,-0.871,0 days 11:36:00
1,85,-2.551,0.703,0 days 11:36:01
1,85,0.191,-0.504,0 days 11:36:02
1,85,1.609,-1.375,0 days 11:36:03
1,85,3.434,0.0,0 days 11:36:04
1,85,-0.438,0.012,0 days 11:36:05
1,85,-0.648,0.125,0 days 11:36:06
1,85,1.0,0.242,0 days 11:36:07
1,85,-0.93,1.863,0 days 11:36:08
1,85,-1.117,-0.895,0 days 11:36:09
1,85,-0.531,-0.668,0 days 11:36:10
1,85,1.246,0.73,0 days 11:36:11
1,85,-0.418,1.699,0 days 11:36:12
1,85,-0.691,-1.934,0 days 11:36:13
1,85,0.363,-0.184,0 days 11:36:14
1,85,1.301,1.621,0 days 11:36:15
1,85,-2.641,-0.312,0 days 11:36:16
1,85,0.125,-0.191,0 days 11:36:17
1,85,1.719,-1.336,0 days 11:36:18
1,85,1.598,-0.016,0 days 11:36:19
1,85,-1.375,0.363,0 days 11:36:20
1,85,-0.297,-1.055,0 days 11:36:21
1,85,0.043,-1.484,0 days 11:36:22
1,85,-4.148,1.754,0 days 11:36:23
1,85,0.262,-1.074,0 days 11:36:24
1,85,-0.027,-0.492,0 days 11:36:25
1,85,2.187,0.668,0 days 11:36:26
1,85,-2.305,1.773,0 days 11:36:27
1,85,0.363,-0.824,0 days 11:36:28
1,85,2.098,0.277,0 days 11:36:29
1,85,3.578,0.93,0 days 11:36:30
1,85,1.531,-0.715,0 days 11:36:31
1,85,-0.238,0.152,0 days 11:36:32
1,85,2.184,0.129,0 days 11:36:33
1,85,0.371,0.777,0 days 11:36:34
1,85,0.559,3.293,0 days 11:36:35
1,85,-0.66,-0.082,0 days 11:36:36
1,85,-0.328,-0.531,0 days 11:36:37
1,85,0.371,-0.484,0 days 11:36:38
1,85,-0.645,1.277,0 days 11:36:39
1,85,0.051,-0.789,0 days 11:36:40
1,85,-0.051,0.266,0 days 11:36:41
1,85,-6.086,-2.305,0 days 11:36:42
1,85,-0.078,-0.031,0 days 11:36:43
1,85,0.223,0.039,0 days 11:36:44
1,85,2.93,0.273,0 days 11:36:45
1,85,-1.789,-0.324,0 days 11:36:46
1,85,0.137,0.195,0 days 11:36:47
1,85,3.187,-0.988,0 days 11:36:48
1,85,-0.469,0.551,0 days 11:36:49
1,85,-0.492,-0.977,0 days 11:36:50
1,85,-0.094,-0.762,0 days 11:36:51
1,85,1.547,0.746,0 days 11:36:52
1,85,-1.473,2.426,0 days 11:36:53
1,85,-0.414,-0.398,0 days 11:36:54
1,85,0.082,-0.582,0 days 11:36:55
1,85,0.59,-0.332,0 days 11:36:56
1,85,-2.758,-0.023,0 days 11:36:57
1,85,0.449,-0.805,0 days 11:36:58
1,85,1.449,0.223,0 days 11:36:59
1,85,3.594,0.949,0 days 11:37:00
1,85,-1.254,-0.664,0 days 11:37:01
1,85,-0.652,-0.656,0 days 11:37:02
1,85,-0.566,-1.367,0 days 11:37:03
1,85,0.48,-0.773,0 days 11:37:04
1,85,-1.754,-0.984,0 days 11:37:05
1,85,0.234,-0.828,0 days 11:37:06
1,85,0.02,-0.344,0 days 11:37:07
1,85,-2.582,0.242,0 days 11:37:08
1,85,-0.148,-1.227,0 days 11:37:09
1,85,1.031,-0.301,0 days 11:37:10
1,85,1.859,-0.719,0 days 11:37:11
1,85,0.469,3.836,0 days 11:37:12
1,85,-0.234,-0.707,0 days 11:37:13
1,85,0.805,-0.449,0 days 11:37:14
1,85,0.23,-0.082,0 days 11:37:15
1,85,1.109,1.672,0 days 11:37:16
1,85,-0.457,-0.859,0 days 11:37:17
1,85,-0.328,-0.91,0 days 11:37:18
1,85,-3.512,-1.207,0 days 11:37:19
1,85,-0.102,-1.0,0 days 11:37:20
1,85,1.32,-1.523,0 days 11:37:21
1,85,3.707,0.121,0 days 11:37:22
1,85,0.063,-0.348,0 days 11:37:23
1,85,-0.617,-0.004,0 days 11:37:24
1,85,0.348,-1.109,0 days 11:37:25
1,85,0.855,-0.609,0 days 11:37:26
1,85,0.531,0.816,0 days 11:37:27
1,85,-0.09,-0.926,0 days 11:37:28
1,85,-0.109,0.129,0 days 11:37:29
1,85,-3.68,-1.336,0 days 11:37:30
1,85,-0.121,0.461,0 days 11:37:31
1,85,0.723,-0.766,0 days 11:37:32
1,85,2.504,-0.055,0 days 11:37:33
1,85,2.137,-0.934,0 days 11:37:34
1,85,0.105,-0.117,0 days 11:37:35
1,85,2.223,0.332,0 days 11:37:36
1,85,0.207,0.309,0 days 11:37:37
1,85,-0.035,3.133,0 days 11:37:38
1,85,-0.297,-0.883,0 days 11:37:39
1,85,0.203,-0.348,0 days 11:37:40
1,85,-1.086,0.75,0 days 11:37:41
1,85,-2.391,-1.02,0 days 11:37:42
1,85,0.297,-0.82,0 days 11:37:43
1,85,1.434,0.426,0 days 11:37:44
1,85,-4.699,-2.734,0 days 11:37:45
1,85,-0.227,0.555,0 days 11:37:46
1,85,1.176,-0.809,0 days 11:37:47
1,85,1.937,-0.078,0 days 11:37:48
1,85,1.437,-0.762,0 days 11:37:49
1,85,-0.031,0.352,0 days 11:37:50
1,85,2.613,0.18,0 days 11:37:51
1,85,1.586,-0.512,0 days 11:37:52
1,85,0.133,2.844,0 days 11:37:53
1,85,-0.543,-0.672,0 days 11:37:54
1,85,0.301,-1.441,0 days 11:37:55
1,85,-0.328,-1.453,0 days 11:37:56
1,85,-0.746,-1.344,0 days 11:37:57
1,85,0.219,-0.289,0 days 11:37:58
1,85,0.309,-0.207,0 days 11:37:59
1,85,-2.754,-0.34,0 days 11:38:00
1,85,0.285,-0.543,0 days 11:38:01
1,85,1.187,-0.246,0 days 11:38:02
1,85,2.562,-0.168,0 days 11:38:03
1,85,0.387,3.391,0 days 11:38:04
1,85,-0.527,-0.414,0 days 11:38:05
1,85,0.41,-0.266,0 days 11:38:06
1,85,0.621,-0.586,0 days 11:38:07
1,85,0.477,1.387,0 days 11:38:08
1,85,-0.582,-0.633,0 days 11:38:09
1,85,-0.332,-0.168,0 days 11:38:10
1,85,-4.012,-1.844,0 days 11:38:11
1,85,-0.141,-1.086,0 days 11:38:12
1,85,1.293,-1.09,0 days 11:38:13
1,85,1.789,-0.469,0 days 11:38:14
1,85,0.027,2.129,0 days 11:38:15
1,85,-0.539,-0.75,0 days 11:38:16
1,85,-0.426,-1.355,0 days 11:38:17
1,85,-0.063,-1.418,0 days 11:38:18
1,85,0.066,-1.316,0 days 11:38:19
1,85,0.258,-0.836,0 days 11:38:20
1,85,0.348,-0.191,0 days 11:38:21
1,85,-2.746,-0.242,0 days 11:38:22
1,85,0.305,-1.184,0 days 11:38:23
1,85,1.437,-0.18,0 days 11:38:24
1,85,2.512,-0.172,0 days 11:38:25
1,85,-0.098,3.098,0 days 11:38:26
1,85,-0.512,-0.535,0 days 11:38:27
1,85,-0.898,-1.039,0 days 11:38:28
1,85,0.367,0.113,0 days 11:38:29
1,85,1.223,-1.172,0 days 11:38:30
1,85,-0.094,-0.918,0 days 11:38:31
1,85,-0.547,-0.969,0 days 11:38:32
1,85,-2.531,0.859,0 days 11:38:33
1,85,-0.195,-0.574,0 days 11:38:34
1,85,3.238,-1.172,0 days 11:38:35
1,85,-0.395,0.953,0 days 11:38:36
1,85,-0.059,-1.008,0 days 11:38:37
1,85,-0.207,-0.98,0 days 11:38:38
1,85,1.141,0.035,0 days 11:38:39
1,85,-1.246,2.195,0 days 11:38:40
1,85,-0.145,-1.422,0 days 11:38:41
1,85,0.098,0.855,0 days 11:38:42
1,85,1.348,0.59,0 days 11:38:43
1,85,-2.336,1.539,0 days 11:38:44
1,85,0.477,-0.691,0 days 11:38:45
1,85,1.0,-1.316,0 days 11:38:46
1,85,3.762,0.426,0 days 11:38:47
1,85,2.27,-1.023,0 days 11:38:48
1,85,-0.496,-0.152,0 days 11:38:49
1,85,0.039,-0.824,0 days 11:38:50
1,85,0.512,0.641,0 days 11:38:51
1,85,-0.008,-2.066,0 days 11:38:52
1,85,-0.293,-0.836,0 days 11:38:53
1,85,-0.418,-0.172,0 days 11:38:54
1,85,-2.746,-0.094,0 days 11:38:55
1,85,-0.305,-0.082,0 days 11:38:56
1,85,2.387,-1.699,0 days 11:38:57
1,85,2.469,0.312,0 days 11:38:58
1,85,0.547,-0.477,0 days 11:38:59
1,85,-0.648,-0.523,0 days 11:39:00
1,85,-0.535,-1.047,0 days 11:39:01
1,85,0.746,0.27,0 days 11:39:02
1,85,1.113,-1.363,0 days 11:39:03
1,85,-0.133,-0.789,0 days 11:39:04
1,85,-0.668,-0.957,0 days 11:39:05
1,85,-2.586,0.395,0 days 11:39:06
1,85,0.027,-0.789,0 days 11:39:07
1,85,1.168,-0.539,0 days 11:39:08
1,85,2.66,-0.238,0 days 11:39:09
1,85,-0.277,2.969,0 days 11:39:10
1,85,-0.691,-0.543,0 days 11:39:11
1,85,-0.566,-1.379,0 days 11:39:12
1,85,0.402,-0.734,0 days 11:39:13
1,85,0.516,-1.004,0 days 11:39:14
1,85,0.379,-0.957,0 days 11:39:15
1,85,0.977,-0.184,0 days 11:39:16
1,85,-3.469,-1.445,0 days 11:39:17
1,85,0.152,-0.586,0 days 11:39:18
1,85,0.57,-1.27,0 days 11:39:19
1,85,3.816,1.242,0 days 11:39:20
1,85,1.828,-0.914,0 days 11:39:21
1,85,-0.426,0.082,0 days 11:39:22
1,85,1.102,0.438,0 days 11:39:23
1,85,-1.102,0.34,0 days 11:39:24
1,85,-1.598,0.762,0 days 11:39:25
1,85,-0.227,-0.785,0 days 11:39:26
1,85,0.672,0.328,0 days 11:39:27
1,85,-1.016,1.441,0 days 11:39:28
1,85,0.031,-1.914,0 days 11:39:29
1,85,0.246,-0.781,0 days 11:39:30
1,85,0.312,-0.262,0 days 11:39:31
1,85,-2.648,-0.102,0 days 11:39:32
1,85,0.996,-0.473,0 days 11:39:33
1,85,2.266,-1.477,0 days 11:39:34
1,85,0.621,-0.055,0 days 11:39:35
1,85,-0.785,-0.016,0 days 11:39:36
1,85,-0.32,-0.777,0 days 11:39:37
1,85,1.09,0.652,0 days 11:39:38
1,85,-1.754,1.973,0 days 11:39:39
1,85,0.516,-1.316,0 days 11:39:40
1,85,0.199,-0.73,0 days 11:39:41
1,85,0.176,-0.285,0 days 11:39:42
1,85,-2.449,0.059,0 days 11:39:43
1,85,-0.598,-0.68,0 days 11:39:44
1,85,0.109,-0.613,0 days 11:39:45
1,85,3.664,1.141,0 days 11:39:46
1,85,1.371,-0.766,0 days 11:39:47
1,85,0.711,-0.223,0 days 11:39:48
1,85,2.359,-1.844,0 days 11:39:49
1,85,0.285,0.512,0 days 11:39:50
1,85,-0.266,2.457,0 days 11:39:51
1,85,-0.133,-1.066,0 days 11:39:52
1,85,-0.102,-1.008,0 days 11:39:53
1,85,-0.699,-0.809,0 days 11:39:54
1,85,-0.277,-1.242,0 days 11:39:55
1,85,0.035,-0.629,0 days 11:39:56
1,85,-0.398,1.633,0 days 11:39:57
1,85,-3.555,0.891,0 days 11:39:58
1,85,0.277,-0.227,0 days 11:39:59
1,90,1.477,-0.27,0 days 11:40:00
1,90,-0.773,-0.41,0 days 11:40:01
1,90,-0.066,-1.148,0 days 11:40:02
1,90,0.379,0.004,0 days 11:40:03
1,90,-1.527,-1.906,0 days 11:40:04
1,90,-0.254,-0.828,0 days 11:40:05
1,90,-0.367,-0.824,0 days 11:40:06
1,90,-2.414,1.098,0 days 11:40:07
1,90,0.02,-0.488,0 days 11:40:08
1,90,2.469,-1.762,0 days 11:40:09
1,90,0.605,0.172,0 days 11:40:10
1,90,-0.125,2.277,0 days 11:40:11
1,90,-0.723,-0.117,0 days 11:40:12
1,90,-0.16,-1.48,0 days 11:40:13
1,90,-1.633,0.898,0 days 11:40:14
1,90,1.02,0.512,0 days 11:40:15
1,90,0.066,-0.992,0 days 11:40:16
1,90,0.184,-0.883,0 days 11:40:17
1,90,-3.391,-0.965,0 days 11:40:18
1,90,-0.039,0.387,0 days 11:40:19
1,90,-0.184,-0.57,0 days 11:40:20
1,90,1.391,-0.164,0 days 11:40:21
1,90,0.023,2.801,0 days 11:40:22
1,90,-0.898,-0.289,0 days 11:40:23
1,90,0.441,-1.863,0 days 11:40:24
1,90,0.668,2.691,0 days 11:40:25
1,90,-1.422,-0.695,0 days 11:40:26
1,90,0.27,-0.539,0 days 11:40:27
1,90,0.301,0.297,0 days 11:40:28
1,90,-2.977,1.523,0 days 11:40:29
1,90,-0.734,-0.773,0 days 11:40:30
1,90,3.398,-1.914,0 days 11:40:31
1,90,0.465,0.426,0 days 11:40:32
1,90,-0.254,3.539,0 days 11:40:33
1,90,-1.117,-0.727,0 days 11:40:34
1,90,1.629,0.492,0 days 11:40:35
1,90,-3.191,3.16,0 days 11:40:36
1,90,0.148,-0.625,0 days 11:40:37
1,90,0.066,-0.566,0 days 11:40:38
1,90,2.918,3.012,0 days 11:40:39
1,90,-1.055,0.508,0 days 11:40:40
1,90,0.547,-0.793,0 days 11:40:41
1,90,0.871,0.883,0 days 11:40:42
1,90,-0.898,1.051,0 days 11:40:43
1,90,-2.961,-1.437,0 days 11:40:44
1,90,-0.234,-0.617,0 days 11:40:45
1,90,-0.063,-0.594,0 days 11:40:46
1,90,-2.469,0.844,0 days 11:40:47
1,90,0.078,-1.23,0 days 11:40:48
1,90,0.918,-0.602,0 days 11:40:49
1,90,-1.238,1.57,0 days 11:40:50
1,90,-0.219,0.016,0 days 11:40:51
1,90,-0.977,-0.078,0 days 11:40:52
1,90,1.484,-0.375,0 days 11:40:53
1,90,-2.34,1.031,0 days 11:40:54
1,90,0.629,-2.973,0 days 11:40:55
1,90,0.0,-0.652,0 days 11:40:56
1,90,-0.734,-0.488,0 days 11:40:57
1,90,-0.336,-1.531,0 days 11:40:58
1,90,-4.008,-0.602,0 days 11:40:59
1,90,2.777,-0.316,0 days 11:41:00
1,90,-0.324,1.082,0 days 11:41:01
1,90,-0.043,0.273,0 days 11:41:02
1,90,3.648,-0.453,0 days 11:41:03
1,90,0.449,0.762,0 days 11:41:04
1,90,0.473,-0.551,0 days 11:41:05
1,90,-0.035,1.457,0 days 11:41:06
1,90,-3.371,1.457,0 days 11:41:07
1,90,-1.227,1.641,0 days 11:41:08
1,90,-1.062,-0.648,0 days 11:41:09
1,90,2.137,-0.902,0 days 11:41:10
1,90,0.563,-0.84,0 days 11:41:11
1,90,0.285,1.598,0 days 11:41:12
1,90,0.27,0.352,0 days 11:41:13
1,90,2.91,-1.172,0 days 11:41:14
1,90,1.758,1.754,0 days 11:41:15
1,90,-2.086,-1.047,0 days 11:41:16
1,90,0.023,-0.969,0 days 11:41:17
1,90,1.121,0.332,0 days 11:41:18
1,90,-8.0,-1.949,0 days 11:41:19
1,90,2.879,0.25,0 days 11:41:20
1,90,-0.223,-0.359,0 days 11:41:21
1,90,3.25,0.258,0 days 11:41:22
1,90,1.371,-1.449,0 days 11:41:23
1,90,-1.309,-0.715,0 days 11:41:24
1,90,-0.043,-1.242,0 days 11:41:25
1,90,-0.652,1.543,0 days 11:41:26
1,90,-0.492,0.066,0 days 11:41:27
1,90,-0.141,-0.531,0 days 11:41:28
1,90,2.449,2.266,0 days 11:41:29
1,90,1.816,-1.023,0 days 11:41:30
1,90,0.648,-0.121,0 days 11:41:31
1,90,1.215,-0.637,0 days 11:41:32
1,90,0.637,1.484,0 days 11:41:33
1,90,-0.352,0.805,0 days 11:41:34
1,90,0.809,-0.461,0 days 11:41:35
1,90,-0.34,-2.352,0 days 11:41:36
1,90,0.039,1.008,0 days 11:41:37
1,90,0.539,0.137,0 days 11:41:38
1,90,-0.652,-1.199,0 days 11:41:39
1,90,0.227,1.496,0 days 11:41:40
1,90,0.328,0.312,0 days 11:41:41
1,90,1.426,-0.004,0 days 11:41:42
1,90,0.43,-1.82,0 days 11:41:43
1,90,-0.895,1.055,0 days 11:41:44
1,90,-1.84,-1.621,0 days 11:41:45
1,90,-1.402,-2.402,0 days 11:41:46
1,90,1.582,0.352,0 days 11:41:47
1,90,0.223,0.723,0 days 11:41:48
1,90,0.891,-0.887,0 days 11:41:49
1,90,0.121,2.035,0 days 11:41:50
1,90,0.039,1.637,0 days 11:41:51
1,90,-2.852,1.859,0 days 11:41:52
1,90,2.039,-1.707,0 days 11:41:53
1,90,0.031,-0.676,0 days 11:41:54
1,90,-1.801,-1.746,0 days 11:41:55
1,90,-0.117,-1.363,0 days 11:41:56
1,90,0.484,0.211,0 days 11:41:57
1,90,-2.113,-1.52,0 days 11:41:58
1,90,0.207,0.395,0 days 11:41:59
1,90,1.398,-0.129,0 days 11:42:00
1,90,-0.012,0.254,0 days 11:42:01
1,90,1.742,0.277,0 days 11:42:02
1,90,-1.031,1.023,0 days 11:42:03
1,90,-0.563,-0.637,0 days 11:42:04
1,90,-0.871,2.414,0 days 11:42:05
1,90,-1.051,-0.723,0 days 11:42:06
1,90,2.129,0.211,0 days 11:42:07
1,90,-0.449,-1.527,0 days 11:42:08
1,90,2.445,-0.484,0 days 11:42:09
1,90,-0.672,1.617,0 days 11:42:10
1,90,3.445,-1.949,0 days 11:42:11
1,90,-1.238,2.254,0 days 11:42:12
1,90,-0.234,-0.484,0 days 11:42:13
1,90,4.035,-1.258,0 days 11:42:14
1,90,1.578,0.961,0 days 11:42:15
1,90,0.992,0.563,0 days 11:42:16
1,90,0.129,1.48,0 days 11:42:17
1,90,1.996,0.184,0 days 11:42:18
1,90,-2.82,0.875,0 days 11:42:19
1,90,-2.73,-1.812,0 days 11:42:20
1,90,2.949,0.379,0 days 11:42:21
1,90,0.043,0.793,0 days 11:42:22
1,90,-1.348,1.242,0 days 11:42:23
1,90,0.617,-0.75,0 days 11:42:24
1,90,2.254,1.582,0 days 11:42:25
1,90,1.426,0.867,0 days 11:42:26
1,90,-1.078,1.805,0 days 11:42:27
1,90,-0.777,-0.559,0 days 11:42:28
1,90,0.379,-0.766,0 days 11:42:29
1,90,-0.625,1.613,0 days 11:42:30
1,90,-3.133,-2.527,0 days 11:42:31
1,90,1.301,-0.527,0 days 11:42:32
1,90,-0.512,1.578,0 days 11:42:33
1,90,-2.059,-1.164,0 days 11:42:34
1,90,0.73,0.145,0 days 11:42:35
1,90,0.133,0.84,0 days 11:42:36
1,90,-0.078,0.508,0 days 11:42:37
1,90,-0.516,-0.148,0 days 11:42:38
1,90,1.863,1.738,0 days 11:42:39
1,90,-0.855,1.395,0 days 11:42:40
1,90,-0.469,-0.938,0 days 11:42:41
1,90,2.707,-0.719,0 days 11:42:42
1,90,-0.32,-0.289,0 days 11:42:43
1,90,1.734,1.184,0 days 11:42:44
1,90,-0.895,0.703,0 days 11:42:45
1,90,1.734,1.684,0 days 11:42:46
1,90,1.086,-0.039,0 days 11:42:47
1,90,-1.238,0.125,0 days 11:42:48
1,90,-2.363,-0.223,0 days 11:42:49
1,90,-0.254,-0.688,0 days 11:42:50
1,90,0.953,1.699,0 days 11:42:51
1,90,0.91,-1.027,0 days 11:42:52
1,90,1.285,-2.109,0 days 11:42:53
1,90,-3.441,1.602,0 days 11:42:54
1,90,-1.187,-0.504,0 days 11:42:55
1,90,2.234,0.957,0 days 11:42:56
1,90,-0.785,0.172,0 days 11:42:57
1,90,0.598,1.187,0 days 11:42:58
1,90,0.473,-1.508,0 days 11:42:59
1,90,0.082,-2.617,0 days 11:43:00
1,90,2.09,-1.016,0 days 11:43:01
1,90,-1.344,0.504,0 days 11:43:02
1,90,1.262,-1.23,0 days 11:43:03
1,90,0.164,-0.008,0 days 11:43:04
1,90,0.938,1.492,0 days 11:43:05
1,90,0.758,0.109,0 days 11:43:06
1,90,1.254,-1.5,0 days 11:43:07
1,90,0.191,0.887,0 days 11:43:08
1,90,-0.148,0.336,0 days 11:43:09
1,90,0.332,-0.566,0 days 11:43:10
1,90,0.449,-1.586,0 days 11:43:11
1,90,0.414,1.086,0 days 11:43:12
1,90,-1.426,-0.078,0 days 11:43:13
1,90,3.336,1.27,0 days 11:43:14
1,90,1.551,0.563,0 days 11:43:15
1,90,0.293,-1.941,0 days 11:43:16
